"subject" "activity" "v1"
"5466" 2 "walkingupstairs" 2
"5467" 2 "walkingupstairs" 2
"5468" 2 "walkingupstairs" 2
"5469" 2 "walkingupstairs" 2
"5470" 2 "walkingupstairs" 2
"5471" 2 "walkingupstairs" 2
"5472" 2 "walkingupstairs" 2
"5473" 2 "walkingupstairs" 2
"5474" 2 "walkingupstairs" 2
"5475" 2 "walkingupstairs" 2
"5476" 5 "standing" 5
"5477" 5 "standing" 5
"5478" 5 "standing" 5
"5479" 5 "standing" 5
"5480" 5 "standing" 5
"5481" 5 "standing" 5
"5482" 5 "standing" 5
"5483" 5 "standing" 5
"5484" 5 "standing" 5
"5485" 5 "standing" 5
"5486" 5 "standing" 5
"5487" 5 "standing" 5
"5488" 5 "standing" 5
"5489" 5 "standing" 5
"5490" 5 "standing" 5
"5491" 5 "standing" 5
"5492" 5 "standing" 5
"5493" 5 "standing" 5
"5494" 5 "standing" 5
"5495" 5 "standing" 5
"5496" 5 "standing" 5
"5497" 5 "standing" 5
"5498" 5 "standing" 5
"5499" 5 "standing" 5
"5500" 5 "standing" 5
"5501" 5 "standing" 5
"5502" 5 "standing" 5
"5503" 5 "standing" 5
"5504" 5 "standing" 5
"5505" 5 "standing" 5
"5506" 5 "standing" 5
"5507" 5 "standing" 5
"5508" 5 "standing" 5
"5509" 5 "standing" 5
"5510" 5 "standing" 5
"5511" 5 "standing" 5
"5512" 5 "standing" 5
"5513" 5 "standing" 5
"5514" 4 "sitting" 4
"5515" 4 "sitting" 4
"5516" 4 "sitting" 4
"5517" 4 "sitting" 4
"5518" 4 "sitting" 4
"5519" 4 "sitting" 4
"5520" 4 "sitting" 4
"5521" 4 "sitting" 4
"5522" 4 "sitting" 4
"5523" 4 "sitting" 4
"5524" 4 "sitting" 4
"5525" 4 "sitting" 4
"5526" 4 "sitting" 4
"5527" 4 "sitting" 4
"5528" 4 "sitting" 4
"5529" 4 "sitting" 4
"5530" 4 "sitting" 4
"5531" 4 "sitting" 4
"5532" 4 "sitting" 4
"5533" 4 "sitting" 4
"5534" 4 "sitting" 4
"5535" 4 "sitting" 4
"5536" 4 "sitting" 4
"5537" 4 "sitting" 4
"5538" 4 "sitting" 4
"5539" 4 "sitting" 4
"5540" 4 "sitting" 4
"5541" 4 "sitting" 4
"5542" 4 "sitting" 4
"5543" 4 "sitting" 4
"5544" 4 "sitting" 4
"5545" 4 "sitting" 4
"5546" 4 "sitting" 4
"5547" 4 "sitting" 4
"5548" 4 "sitting" 4
"5549" 4 "sitting" 4
"5550" 4 "sitting" 4
"5551" 4 "sitting" 4
"5552" 4 "sitting" 4
"5553" 4 "sitting" 4
"5554" 4 "sitting" 4
"5555" 4 "sitting" 4
"5556" 4 "sitting" 4
"5557" 4 "sitting" 4
"5558" 6 "laying" 6
"5559" 6 "laying" 6
"5560" 6 "laying" 6
"5561" 6 "laying" 6
"5562" 6 "laying" 6
"5563" 6 "laying" 6
"5564" 6 "laying" 6
"5565" 6 "laying" 6
"5566" 6 "laying" 6
"5567" 6 "laying" 6
"5568" 6 "laying" 6
"5569" 6 "laying" 6
"5570" 6 "laying" 6
"5571" 6 "laying" 6
"5572" 6 "laying" 6
"5573" 6 "laying" 6
"5574" 6 "laying" 6
"5575" 6 "laying" 6
"5576" 6 "laying" 6
"5577" 6 "laying" 6
"5578" 6 "laying" 6
"5579" 6 "laying" 6
"5580" 6 "laying" 6
"5581" 6 "laying" 6
"5582" 6 "laying" 6
"5583" 6 "laying" 6
"5584" 6 "laying" 6
"5585" 6 "laying" 6
"5586" 6 "laying" 6
"5587" 6 "laying" 6
"5588" 6 "laying" 6
"5589" 6 "laying" 6
"5590" 6 "laying" 6
"5591" 6 "laying" 6
"5592" 1 "walking" 1
"5593" 1 "walking" 1
"5594" 1 "walking" 1
"5595" 1 "walking" 1
"5596" 1 "walking" 1
"5597" 1 "walking" 1
"5598" 1 "walking" 1
"5599" 1 "walking" 1
"5600" 1 "walking" 1
"5601" 1 "walking" 1
"5602" 1 "walking" 1
"5603" 1 "walking" 1
"5604" 1 "walking" 1
"5605" 1 "walking" 1
"5606" 1 "walking" 1
"5607" 1 "walking" 1
"5608" 1 "walking" 1
"5609" 1 "walking" 1
"5610" 1 "walking" 1
"5611" 1 "walking" 1
"5612" 1 "walking" 1
"5613" 1 "walking" 1
"5614" 1 "walking" 1
"5615" 1 "walking" 1
"5616" 1 "walking" 1
"5617" 1 "walking" 1
"5618" 1 "walking" 1
"5619" 1 "walking" 1
"5620" 3 "walkingdownstairs" 3
"5621" 3 "walkingdownstairs" 3
"5622" 3 "walkingdownstairs" 3
"5623" 3 "walkingdownstairs" 3
"5624" 3 "walkingdownstairs" 3
"5625" 3 "walkingdownstairs" 3
"5626" 3 "walkingdownstairs" 3
"5627" 3 "walkingdownstairs" 3
"5628" 3 "walkingdownstairs" 3
"5629" 3 "walkingdownstairs" 3
"5630" 3 "walkingdownstairs" 3
"5631" 3 "walkingdownstairs" 3
"5632" 3 "walkingdownstairs" 3
"5633" 3 "walkingdownstairs" 3
"5634" 3 "walkingdownstairs" 3
"5635" 3 "walkingdownstairs" 3
"5636" 3 "walkingdownstairs" 3
"5637" 3 "walkingdownstairs" 3
"5638" 3 "walkingdownstairs" 3
"5639" 3 "walkingdownstairs" 3
"5640" 3 "walkingdownstairs" 3
"5641" 3 "walkingdownstairs" 3
"5642" 3 "walkingdownstairs" 3
"5643" 3 "walkingdownstairs" 3
"5644" 3 "walkingdownstairs" 3
"5645" 2 "walkingupstairs" 2
"5646" 2 "walkingupstairs" 2
"5647" 2 "walkingupstairs" 2
"5648" 2 "walkingupstairs" 2
"5649" 2 "walkingupstairs" 2
"5650" 2 "walkingupstairs" 2
"5651" 2 "walkingupstairs" 2
"5652" 2 "walkingupstairs" 2
"5653" 2 "walkingupstairs" 2
"5654" 2 "walkingupstairs" 2
"5655" 2 "walkingupstairs" 2
"5656" 2 "walkingupstairs" 2
"5657" 2 "walkingupstairs" 2
"5658" 2 "walkingupstairs" 2
"5659" 2 "walkingupstairs" 2
"5660" 2 "walkingupstairs" 2
"5661" 2 "walkingupstairs" 2
"5662" 2 "walkingupstairs" 2
"5663" 2 "walkingupstairs" 2
"5664" 2 "walkingupstairs" 2
"5665" 2 "walkingupstairs" 2
"5666" 2 "walkingupstairs" 2
"5667" 2 "walkingupstairs" 2
"5668" 2 "walkingupstairs" 2
"5669" 2 "walkingupstairs" 2
"5670" 2 "walkingupstairs" 2
"5671" 2 "walkingupstairs" 2
"5672" 2 "walkingupstairs" 2
"5673" 5 "standing" 5
"5674" 5 "standing" 5
"5675" 5 "standing" 5
"5676" 5 "standing" 5
"5677" 5 "standing" 5
"5678" 5 "standing" 5
"5679" 5 "standing" 5
"5680" 5 "standing" 5
"5681" 5 "standing" 5
"5682" 5 "standing" 5
"5683" 5 "standing" 5
"5684" 5 "standing" 5
"5685" 5 "standing" 5
"5686" 5 "standing" 5
"5687" 5 "standing" 5
"5688" 5 "standing" 5
"5689" 5 "standing" 5
"5690" 5 "standing" 5
"5691" 5 "standing" 5
"5692" 5 "standing" 5
"5693" 5 "standing" 5
"5694" 5 "standing" 5
"5695" 5 "standing" 5
"5696" 5 "standing" 5
"5697" 5 "standing" 5
"5698" 5 "standing" 5
"5699" 5 "standing" 5
"5700" 5 "standing" 5
"5701" 5 "standing" 5
"5702" 5 "standing" 5
"5703" 5 "standing" 5
"5704" 5 "standing" 5
"5705" 5 "standing" 5
"5706" 5 "standing" 5
"5707" 5 "standing" 5
"5708" 5 "standing" 5
"5709" 4 "sitting" 4
"5710" 4 "sitting" 4
"5711" 4 "sitting" 4
"5712" 4 "sitting" 4
"5713" 4 "sitting" 4
"5714" 4 "sitting" 4
"5715" 4 "sitting" 4
"5716" 4 "sitting" 4
"5717" 4 "sitting" 4
"5718" 4 "sitting" 4
"5719" 4 "sitting" 4
"5720" 4 "sitting" 4
"5721" 4 "sitting" 4
"5722" 4 "sitting" 4
"5723" 4 "sitting" 4
"5724" 4 "sitting" 4
"5725" 4 "sitting" 4
"5726" 4 "sitting" 4
"5727" 4 "sitting" 4
"5728" 4 "sitting" 4
"5729" 4 "sitting" 4
"5730" 4 "sitting" 4
"5731" 4 "sitting" 4
"5732" 4 "sitting" 4
"5733" 4 "sitting" 4
"5734" 4 "sitting" 4
"5735" 4 "sitting" 4
"5736" 4 "sitting" 4
"5737" 4 "sitting" 4
"5738" 4 "sitting" 4
"5739" 4 "sitting" 4
"5740" 4 "sitting" 4
"5741" 4 "sitting" 4
"5742" 4 "sitting" 4
"5743" 6 "laying" 6
"5744" 6 "laying" 6
"5745" 6 "laying" 6
"5746" 6 "laying" 6
"5747" 6 "laying" 6
"5748" 6 "laying" 6
"5749" 6 "laying" 6
"5750" 6 "laying" 6
"5751" 6 "laying" 6
"5752" 6 "laying" 6
"5753" 6 "laying" 6
"5754" 6 "laying" 6
"5755" 6 "laying" 6
"5756" 6 "laying" 6
"5757" 6 "laying" 6
"5758" 6 "laying" 6
"5759" 6 "laying" 6
"5760" 6 "laying" 6
"5761" 6 "laying" 6
"5762" 6 "laying" 6
"5763" 6 "laying" 6
"5764" 6 "laying" 6
"5765" 6 "laying" 6
"5766" 6 "laying" 6
"5767" 6 "laying" 6
"5768" 6 "laying" 6
"5769" 6 "laying" 6
"5770" 6 "laying" 6
"5771" 6 "laying" 6
"5772" 6 "laying" 6
"5773" 6 "laying" 6
"5774" 6 "laying" 6
"5775" 6 "laying" 6
"5776" 6 "laying" 6
"5777" 6 "laying" 6
"5778" 6 "laying" 6
"5779" 6 "laying" 6
"5780" 6 "laying" 6
"5781" 6 "laying" 6
"5782" 6 "laying" 6
"5783" 6 "laying" 6
"5784" 6 "laying" 6
"5785" 1 "walking" 1
"5786" 1 "walking" 1
"5787" 1 "walking" 1
"5788" 1 "walking" 1
"5789" 1 "walking" 1
"5790" 1 "walking" 1
"5791" 1 "walking" 1
"5792" 1 "walking" 1
"5793" 1 "walking" 1
"5794" 1 "walking" 1
"5795" 1 "walking" 1
"5796" 1 "walking" 1
"5797" 1 "walking" 1
"5798" 1 "walking" 1
"5799" 1 "walking" 1
"5800" 1 "walking" 1
"5801" 1 "walking" 1
"5802" 1 "walking" 1
"5803" 1 "walking" 1
"5804" 1 "walking" 1
"5805" 1 "walking" 1
"5806" 1 "walking" 1
"5807" 1 "walking" 1
"5808" 1 "walking" 1
"5809" 1 "walking" 1
"5810" 1 "walking" 1
"5811" 1 "walking" 1
"5812" 1 "walking" 1
"5813" 1 "walking" 1
"5814" 1 "walking" 1
"5815" 1 "walking" 1
"5816" 3 "walkingdownstairs" 3
"5817" 3 "walkingdownstairs" 3
"5818" 3 "walkingdownstairs" 3
"5819" 3 "walkingdownstairs" 3
"5820" 3 "walkingdownstairs" 3
"5821" 3 "walkingdownstairs" 3
"5822" 3 "walkingdownstairs" 3
"5823" 3 "walkingdownstairs" 3
"5824" 3 "walkingdownstairs" 3
"5825" 3 "walkingdownstairs" 3
"5826" 3 "walkingdownstairs" 3
"5827" 3 "walkingdownstairs" 3
"5828" 3 "walkingdownstairs" 3
"5829" 3 "walkingdownstairs" 3
"5830" 3 "walkingdownstairs" 3
"5831" 3 "walkingdownstairs" 3
"5832" 3 "walkingdownstairs" 3
"5833" 2 "walkingupstairs" 2
"5834" 2 "walkingupstairs" 2
"5835" 2 "walkingupstairs" 2
"5836" 2 "walkingupstairs" 2
"5837" 2 "walkingupstairs" 2
"5838" 2 "walkingupstairs" 2
"5839" 2 "walkingupstairs" 2
"5840" 2 "walkingupstairs" 2
"5841" 2 "walkingupstairs" 2
"5842" 2 "walkingupstairs" 2
"5843" 2 "walkingupstairs" 2
"5844" 2 "walkingupstairs" 2
"5845" 2 "walkingupstairs" 2
"5846" 2 "walkingupstairs" 2
"5847" 2 "walkingupstairs" 2
"5848" 2 "walkingupstairs" 2
"5849" 2 "walkingupstairs" 2
"5850" 2 "walkingupstairs" 2
"5851" 3 "walkingdownstairs" 3
"5852" 3 "walkingdownstairs" 3
"5853" 3 "walkingdownstairs" 3
"5854" 3 "walkingdownstairs" 3
"5855" 3 "walkingdownstairs" 3
"5856" 3 "walkingdownstairs" 3
"5857" 3 "walkingdownstairs" 3
"5858" 3 "walkingdownstairs" 3
"5859" 2 "walkingupstairs" 2
"5860" 2 "walkingupstairs" 2
"5861" 2 "walkingupstairs" 2
"5862" 2 "walkingupstairs" 2
"5863" 2 "walkingupstairs" 2
"5864" 2 "walkingupstairs" 2
"5865" 2 "walkingupstairs" 2
"5866" 2 "walkingupstairs" 2
"5867" 2 "walkingupstairs" 2
"5868" 5 "standing" 5
"5869" 5 "standing" 5
"5870" 5 "standing" 5
"5871" 5 "standing" 5
"5872" 5 "standing" 5
"5873" 5 "standing" 5
"5874" 5 "standing" 5
"5875" 5 "standing" 5
"5876" 5 "standing" 5
"5877" 5 "standing" 5
"5878" 5 "standing" 5
"5879" 5 "standing" 5
"5880" 5 "standing" 5
"5881" 5 "standing" 5
"5882" 5 "standing" 5
"5883" 5 "standing" 5
"5884" 5 "standing" 5
"5885" 5 "standing" 5
"5886" 5 "standing" 5
"5887" 5 "standing" 5
"5888" 5 "standing" 5
"5889" 5 "standing" 5
"5890" 5 "standing" 5
"5891" 5 "standing" 5
"5892" 5 "standing" 5
"5893" 5 "standing" 5
"5894" 5 "standing" 5
"5895" 5 "standing" 5
"5896" 5 "standing" 5
"5897" 5 "standing" 5
"5898" 5 "standing" 5
"5899" 5 "standing" 5
"5900" 5 "standing" 5
"5901" 5 "standing" 5
"5902" 5 "standing" 5
"5903" 5 "standing" 5
"5904" 4 "sitting" 4
"5905" 4 "sitting" 4
"5906" 4 "sitting" 4
"5907" 4 "sitting" 4
"5908" 4 "sitting" 4
"5909" 4 "sitting" 4
"5910" 4 "sitting" 4
"5911" 4 "sitting" 4
"5912" 4 "sitting" 4
"5913" 4 "sitting" 4
"5914" 4 "sitting" 4
"5915" 4 "sitting" 4
"5916" 4 "sitting" 4
"5917" 4 "sitting" 4
"5918" 4 "sitting" 4
"5919" 4 "sitting" 4
"5920" 4 "sitting" 4
"5921" 4 "sitting" 4
"5922" 4 "sitting" 4
"5923" 4 "sitting" 4
"5924" 4 "sitting" 4
"5925" 4 "sitting" 4
"5926" 4 "sitting" 4
"5927" 4 "sitting" 4
"5928" 4 "sitting" 4
"5929" 4 "sitting" 4
"5930" 4 "sitting" 4
"5931" 4 "sitting" 4
"5932" 4 "sitting" 4
"5933" 4 "sitting" 4
"5934" 4 "sitting" 4
"5935" 4 "sitting" 4
"5936" 4 "sitting" 4
"5937" 4 "sitting" 4
"5938" 4 "sitting" 4
"5939" 4 "sitting" 4
"5940" 4 "sitting" 4
"5941" 6 "laying" 6
"5942" 6 "laying" 6
"5943" 6 "laying" 6
"5944" 6 "laying" 6
"5945" 6 "laying" 6
"5946" 6 "laying" 6
"5947" 6 "laying" 6
"5948" 6 "laying" 6
"5949" 6 "laying" 6
"5950" 6 "laying" 6
"5951" 6 "laying" 6
"5952" 6 "laying" 6
"5953" 6 "laying" 6
"5954" 6 "laying" 6
"5955" 6 "laying" 6
"5956" 6 "laying" 6
"5957" 6 "laying" 6
"5958" 6 "laying" 6
"5959" 6 "laying" 6
"5960" 6 "laying" 6
"5961" 6 "laying" 6
"5962" 6 "laying" 6
"5963" 6 "laying" 6
"5964" 6 "laying" 6
"5965" 6 "laying" 6
"5966" 6 "laying" 6
"5967" 6 "laying" 6
"5968" 6 "laying" 6
"5969" 6 "laying" 6
"5970" 6 "laying" 6
"5971" 6 "laying" 6
"5972" 6 "laying" 6
"5973" 6 "laying" 6
"5974" 6 "laying" 6
"5975" 6 "laying" 6
"5976" 6 "laying" 6
"5977" 1 "walking" 1
"5978" 1 "walking" 1
"5979" 1 "walking" 1
"5980" 1 "walking" 1
"5981" 1 "walking" 1
"5982" 1 "walking" 1
"5983" 1 "walking" 1
"5984" 1 "walking" 1
"5985" 1 "walking" 1
"5986" 1 "walking" 1
"5987" 1 "walking" 1
"5988" 1 "walking" 1
"5989" 1 "walking" 1
"5990" 1 "walking" 1
"5991" 1 "walking" 1
"5992" 1 "walking" 1
"5993" 1 "walking" 1
"5994" 1 "walking" 1
"5995" 1 "walking" 1
"5996" 1 "walking" 1
"5997" 1 "walking" 1
"5998" 1 "walking" 1
"5999" 1 "walking" 1
"6000" 1 "walking" 1
"6001" 1 "walking" 1
"6002" 1 "walking" 1
"6003" 1 "walking" 1
"6004" 1 "walking" 1
"6005" 3 "walkingdownstairs" 3
"6006" 3 "walkingdownstairs" 3
"6007" 3 "walkingdownstairs" 3
"6008" 3 "walkingdownstairs" 3
"6009" 3 "walkingdownstairs" 3
"6010" 3 "walkingdownstairs" 3
"6011" 3 "walkingdownstairs" 3
"6012" 3 "walkingdownstairs" 3
"6013" 3 "walkingdownstairs" 3
"6014" 3 "walkingdownstairs" 3
"6015" 3 "walkingdownstairs" 3
"6016" 3 "walkingdownstairs" 3
"6017" 3 "walkingdownstairs" 3
"6018" 3 "walkingdownstairs" 3
"6019" 3 "walkingdownstairs" 3
"6020" 3 "walkingdownstairs" 3
"6021" 3 "walkingdownstairs" 3
"6022" 3 "walkingdownstairs" 3
"6023" 3 "walkingdownstairs" 3
"6024" 3 "walkingdownstairs" 3
"6025" 3 "walkingdownstairs" 3
"6026" 3 "walkingdownstairs" 3
"6027" 2 "walkingupstairs" 2
"6028" 2 "walkingupstairs" 2
"6029" 2 "walkingupstairs" 2
"6030" 2 "walkingupstairs" 2
"6031" 2 "walkingupstairs" 2
"6032" 2 "walkingupstairs" 2
"6033" 2 "walkingupstairs" 2
"6034" 2 "walkingupstairs" 2
"6035" 2 "walkingupstairs" 2
"6036" 2 "walkingupstairs" 2
"6037" 2 "walkingupstairs" 2
"6038" 2 "walkingupstairs" 2
"6039" 2 "walkingupstairs" 2
"6040" 2 "walkingupstairs" 2
"6041" 2 "walkingupstairs" 2
"6042" 2 "walkingupstairs" 2
"6043" 2 "walkingupstairs" 2
"6044" 2 "walkingupstairs" 2
"6045" 2 "walkingupstairs" 2
"6046" 2 "walkingupstairs" 2
"6047" 2 "walkingupstairs" 2
"6048" 2 "walkingupstairs" 2
"6049" 2 "walkingupstairs" 2
"6050" 2 "walkingupstairs" 2
"6051" 2 "walkingupstairs" 2
"6052" 5 "standing" 5
"6053" 5 "standing" 5
"6054" 5 "standing" 5
"6055" 5 "standing" 5
"6056" 5 "standing" 5
"6057" 5 "standing" 5
"6058" 5 "standing" 5
"6059" 5 "standing" 5
"6060" 5 "standing" 5
"6061" 5 "standing" 5
"6062" 5 "standing" 5
"6063" 5 "standing" 5
"6064" 5 "standing" 5
"6065" 5 "standing" 5
"6066" 5 "standing" 5
"6067" 5 "standing" 5
"6068" 5 "standing" 5
"6069" 5 "standing" 5
"6070" 5 "standing" 5
"6071" 5 "standing" 5
"6072" 5 "standing" 5
"6073" 5 "standing" 5
"6074" 5 "standing" 5
"6075" 5 "standing" 5
"6076" 5 "standing" 5
"6077" 5 "standing" 5
"6078" 5 "standing" 5
"6079" 5 "standing" 5
"6080" 5 "standing" 5
"6081" 5 "standing" 5
"6082" 5 "standing" 5
"6083" 5 "standing" 5
"6084" 5 "standing" 5
"6085" 5 "standing" 5
"6086" 5 "standing" 5
"6087" 5 "standing" 5
"6088" 5 "standing" 5
"6089" 5 "standing" 5
"6090" 5 "standing" 5
"6091" 5 "standing" 5
"6092" 5 "standing" 5
"6093" 5 "standing" 5
"6094" 5 "standing" 5
"6095" 5 "standing" 5
"6096" 4 "sitting" 4
"6097" 4 "sitting" 4
"6098" 4 "sitting" 4
"6099" 4 "sitting" 4
"6100" 4 "sitting" 4
"6101" 4 "sitting" 4
"6102" 4 "sitting" 4
"6103" 4 "sitting" 4
"6104" 4 "sitting" 4
"6105" 4 "sitting" 4
"6106" 4 "sitting" 4
"6107" 4 "sitting" 4
"6108" 4 "sitting" 4
"6109" 4 "sitting" 4
"6110" 4 "sitting" 4
"6111" 4 "sitting" 4
"6112" 4 "sitting" 4
"6113" 4 "sitting" 4
"6114" 4 "sitting" 4
"6115" 4 "sitting" 4
"6116" 4 "sitting" 4
"6117" 4 "sitting" 4
"6118" 4 "sitting" 4
"6119" 4 "sitting" 4
"6120" 4 "sitting" 4
"6121" 4 "sitting" 4
"6122" 4 "sitting" 4
"6123" 4 "sitting" 4
"6124" 4 "sitting" 4
"6125" 4 "sitting" 4
"6126" 4 "sitting" 4
"6127" 4 "sitting" 4
"6128" 4 "sitting" 4
"6129" 6 "laying" 6
"6130" 6 "laying" 6
"6131" 6 "laying" 6
"6132" 6 "laying" 6
"6133" 6 "laying" 6
"6134" 6 "laying" 6
"6135" 6 "laying" 6
"6136" 6 "laying" 6
"6137" 6 "laying" 6
"6138" 6 "laying" 6
"6139" 6 "laying" 6
"6140" 6 "laying" 6
"6141" 6 "laying" 6
"6142" 6 "laying" 6
"6143" 6 "laying" 6
"6144" 6 "laying" 6
"6145" 6 "laying" 6
"6146" 6 "laying" 6
"6147" 6 "laying" 6
"6148" 6 "laying" 6
"6149" 6 "laying" 6
"6150" 6 "laying" 6
"6151" 6 "laying" 6
"6152" 6 "laying" 6
"6153" 6 "laying" 6
"6154" 6 "laying" 6
"6155" 6 "laying" 6
"6156" 6 "laying" 6
"6157" 6 "laying" 6
"6158" 6 "laying" 6
"6159" 6 "laying" 6
"6160" 6 "laying" 6
"6161" 6 "laying" 6
"6162" 6 "laying" 6
"6163" 6 "laying" 6
"6164" 6 "laying" 6
"6165" 6 "laying" 6
"6166" 6 "laying" 6
"6167" 1 "walking" 1
"6168" 1 "walking" 1
"6169" 1 "walking" 1
"6170" 1 "walking" 1
"6171" 1 "walking" 1
"6172" 1 "walking" 1
"6173" 1 "walking" 1
"6174" 1 "walking" 1
"6175" 1 "walking" 1
"6176" 1 "walking" 1
"6177" 1 "walking" 1
"6178" 1 "walking" 1
"6179" 1 "walking" 1
"6180" 1 "walking" 1
"6181" 1 "walking" 1
"6182" 1 "walking" 1
"6183" 1 "walking" 1
"6184" 1 "walking" 1
"6185" 1 "walking" 1
"6186" 1 "walking" 1
"6187" 1 "walking" 1
"6188" 1 "walking" 1
"6189" 1 "walking" 1
"6190" 1 "walking" 1
"6191" 1 "walking" 1
"6192" 1 "walking" 1
"6193" 1 "walking" 1
"6194" 1 "walking" 1
"6195" 1 "walking" 1
"6196" 3 "walkingdownstairs" 3
"6197" 3 "walkingdownstairs" 3
"6198" 3 "walkingdownstairs" 3
"6199" 3 "walkingdownstairs" 3
"6200" 3 "walkingdownstairs" 3
"6201" 3 "walkingdownstairs" 3
"6202" 3 "walkingdownstairs" 3
"6203" 3 "walkingdownstairs" 3
"6204" 3 "walkingdownstairs" 3
"6205" 3 "walkingdownstairs" 3
"6206" 3 "walkingdownstairs" 3
"6207" 3 "walkingdownstairs" 3
"6208" 3 "walkingdownstairs" 3
"6209" 3 "walkingdownstairs" 3
"6210" 3 "walkingdownstairs" 3
"6211" 3 "walkingdownstairs" 3
"6212" 3 "walkingdownstairs" 3
"6213" 3 "walkingdownstairs" 3
"6214" 3 "walkingdownstairs" 3
"6215" 3 "walkingdownstairs" 3
"6216" 3 "walkingdownstairs" 3
"6217" 3 "walkingdownstairs" 3
"6218" 2 "walkingupstairs" 2
"6219" 2 "walkingupstairs" 2
"6220" 2 "walkingupstairs" 2
"6221" 2 "walkingupstairs" 2
"6222" 2 "walkingupstairs" 2
"6223" 2 "walkingupstairs" 2
"6224" 2 "walkingupstairs" 2
"6225" 2 "walkingupstairs" 2
"6226" 2 "walkingupstairs" 2
"6227" 2 "walkingupstairs" 2
"6228" 2 "walkingupstairs" 2
"6229" 2 "walkingupstairs" 2
"6230" 2 "walkingupstairs" 2
"6231" 2 "walkingupstairs" 2
"6232" 2 "walkingupstairs" 2
"6233" 2 "walkingupstairs" 2
"6234" 2 "walkingupstairs" 2
"6235" 2 "walkingupstairs" 2
"6236" 2 "walkingupstairs" 2
"6237" 2 "walkingupstairs" 2
"6238" 2 "walkingupstairs" 2
"6239" 2 "walkingupstairs" 2
"6240" 2 "walkingupstairs" 2
"6241" 2 "walkingupstairs" 2
"6242" 2 "walkingupstairs" 2
"6243" 2 "walkingupstairs" 2
"6244" 5 "standing" 5
"6245" 5 "standing" 5
"6246" 5 "standing" 5
"6247" 5 "standing" 5
"6248" 5 "standing" 5
"6249" 5 "standing" 5
"6250" 5 "standing" 5
"6251" 5 "standing" 5
"6252" 5 "standing" 5
"6253" 5 "standing" 5
"6254" 5 "standing" 5
"6255" 5 "standing" 5
"6256" 5 "standing" 5
"6257" 5 "standing" 5
"6258" 5 "standing" 5
"6259" 5 "standing" 5
"6260" 5 "standing" 5
"6261" 5 "standing" 5
"6262" 5 "standing" 5
"6263" 5 "standing" 5
"6264" 5 "standing" 5
"6265" 5 "standing" 5
"6266" 5 "standing" 5
"6267" 5 "standing" 5
"6268" 5 "standing" 5
"6269" 5 "standing" 5
"6270" 5 "standing" 5
"6271" 5 "standing" 5
"6272" 5 "standing" 5
"6273" 5 "standing" 5
"6274" 5 "standing" 5
"6275" 5 "standing" 5
"6276" 5 "standing" 5
"6277" 5 "standing" 5
"6278" 5 "standing" 5
"6279" 5 "standing" 5
"6280" 5 "standing" 5
"6281" 5 "standing" 5
"6282" 5 "standing" 5
"6283" 5 "standing" 5
"6284" 5 "standing" 5
"6285" 5 "standing" 5
"6286" 5 "standing" 5
"6287" 4 "sitting" 4
"6288" 4 "sitting" 4
"6289" 4 "sitting" 4
"6290" 4 "sitting" 4
"6291" 4 "sitting" 4
"6292" 4 "sitting" 4
"6293" 4 "sitting" 4
"6294" 4 "sitting" 4
"6295" 4 "sitting" 4
"6296" 4 "sitting" 4
"6297" 4 "sitting" 4
"6298" 4 "sitting" 4
"6299" 4 "sitting" 4
"6300" 4 "sitting" 4
"6301" 4 "sitting" 4
"6302" 4 "sitting" 4
"6303" 4 "sitting" 4
"6304" 4 "sitting" 4
"6305" 4 "sitting" 4
"6306" 4 "sitting" 4
"6307" 4 "sitting" 4
"6308" 4 "sitting" 4
"6309" 4 "sitting" 4
"6310" 4 "sitting" 4
"6311" 4 "sitting" 4
"6312" 4 "sitting" 4
"6313" 4 "sitting" 4
"6314" 4 "sitting" 4
"6315" 4 "sitting" 4
"6316" 4 "sitting" 4
"6317" 4 "sitting" 4
"6318" 4 "sitting" 4
"6319" 4 "sitting" 4
"6320" 4 "sitting" 4
"6321" 4 "sitting" 4
"6322" 4 "sitting" 4
"6323" 4 "sitting" 4
"6324" 4 "sitting" 4
"6325" 4 "sitting" 4
"6326" 4 "sitting" 4
"6327" 4 "sitting" 4
"6328" 4 "sitting" 4
"6329" 4 "sitting" 4
"6330" 6 "laying" 6
"6331" 6 "laying" 6
"6332" 6 "laying" 6
"6333" 6 "laying" 6
"6334" 6 "laying" 6
"6335" 6 "laying" 6
"6336" 6 "laying" 6
"6337" 6 "laying" 6
"6338" 6 "laying" 6
"6339" 6 "laying" 6
"6340" 6 "laying" 6
"6341" 6 "laying" 6
"6342" 6 "laying" 6
"6343" 6 "laying" 6
"6344" 6 "laying" 6
"6345" 6 "laying" 6
"6346" 6 "laying" 6
"6347" 6 "laying" 6
"6348" 6 "laying" 6
"6349" 6 "laying" 6
"6350" 6 "laying" 6
"6351" 6 "laying" 6
"6352" 6 "laying" 6
"6353" 6 "laying" 6
"6354" 6 "laying" 6
"6355" 6 "laying" 6
"6356" 6 "laying" 6
"6357" 6 "laying" 6
"6358" 6 "laying" 6
"6359" 6 "laying" 6
"6360" 6 "laying" 6
"6361" 6 "laying" 6
"6362" 6 "laying" 6
"6363" 6 "laying" 6
"6364" 6 "laying" 6
"6365" 6 "laying" 6
"6366" 6 "laying" 6
"6367" 6 "laying" 6
"6368" 6 "laying" 6
